name,online_order,book_table,rate,votes,rest_type,cuisines,cost2plates,type,location
The Rice Bowl,Yes,Yes,4,509,"Casual Dining, Bar","Chinese, Momos",1300,Pubs and bars,MG Road
Carnival de Goa,Yes,Yes,4,986,"Casual Dining, Bar",others,1000,Pubs and bars,MG Road
20 Feet High,Yes,Yes,4,938,"Casual Dining, Bar",others,1000,Pubs and bars,MG Road
Copacabana Pub,Yes,No,3,0,others,others,1500,Pubs and bars,MG Road
Amber Rush Restobar,No,Yes,4,102,others,others,1000,Pubs and bars,MG Road
Laughing Llama Gastropub,Yes,Yes,4,410,others,others,1600,Pubs and bars,MG Road
Coconut Grove,No,Yes,3,684,"Casual Dining, Bar",others,1200,Pubs and bars,MG Road
Plan B,No,No,4,4445,others,others,1200,Pubs and bars,MG Road
Riwaz - The Ritz-Carlton,No,Yes,4,275,others,North Indian,4000,Pubs and bars,MG Road
Bootlegger,No,No,4,1545,others,others,1200,Pubs and bars,MG Road
Pecos Classic,No,Yes,4,558,others,Finger Food,1100,Pubs and bars,MG Road
The Grill House,Yes,Yes,4,771,"Casual Dining, Bar",others,1200,Pubs and bars,MG Road
My Space - WelcomeHotel Bengaluru,No,No,3,23,others,Finger Food,2000,Pubs and bars,MG Road
Guzzlers Inn,No,No,3,952,others,"North Indian, Chinese",1100,Pubs and bars,MG Road
Chin Lung Resto Bar,No,No,4,516,others,"North Indian, Chinese, Fast Food",1000,Pubs and bars,MG Road
Puran da Dhaba - The Pride Hotel,Yes,No,4,167,"Casual Dining, Bar",North Indian,1700,Pubs and bars,MG Road
Le Rock,Yes,No,4,1219,others,others,2000,Pubs and bars,MG Road
Fuel Resto Bar,No,No,4,38,others,others,2000,Pubs and bars,MG Road
The Lantern Restaurant & Bar - The Ritz-Carlton...,No,Yes,4,430,others,Chinese,3500,Pubs and bars,MG Road
Tiger Trail - Ramada Hotel,Yes,Yes,4,190,"Casual Dining, Bar",others,1300,Pubs and bars,MG Road
Matsuri - The Chancery Hotel,No,Yes,4,185,"Casual Dining, Bar",others,1800,Pubs and bars,MG Road
EatWater,No,No,4,121,"Casual Dining, Bar",others,1000,Pubs and bars,MG Road
Chugg,No,Yes,4,749,others,others,1100,Pubs and bars,MG Road
Scottish Pub,No,No,3,190,others,Finger Food,600,Pubs and bars,MG Road
ThrowBack - Pub & Dine,No,No,3,235,others,others,1000,Pubs and bars,MG Road
South Parade - The Chancery Hotel,No,No,3,122,"Casual Dining, Bar",others,1200,Pubs and bars,MG Road
Downtown,No,No,3,298,others,"North Indian, Continental",1000,Pubs and bars,MG Road
Atomic Lab,No,No,3,56,"Casual Dining, Bar",others,1800,Pubs and bars,MG Road
Retro Lounge Bar,No,Yes,3,110,others,"North Indian, Chinese",1400,Pubs and bars,MG Road
Desi Deck,Yes,Yes,3,94,"Casual Dining, Bar",others,1300,Pubs and bars,MG Road
The Hub - Ibis Hotel,No,No,3,29,others,others,2200,Pubs and bars,MG Road
Flame Pub & Restaurant - Brigade Garden,No,No,2,24,others,others,1900,Pubs and bars,MG Road
Rasta,No,No,3,0,others,others,1000,Pubs and bars,MG Road
Page 3 Multicuisine Restaurant & Bar,No,No,3,14,others,others,800,Pubs and bars,MG Road
MM Bar & Restaurant,No,No,3,11,others,"South Indian, North Indian",700,Pubs and bars,MG Road
Manhattan,No,No,3,0,others,others,1000,Pubs and bars,MG Road
Nandhini Paradise,No,Yes,3,278,"Casual Dining, Bar",others,800,Pubs and bars,MG Road
The Charlton Bar,No,No,3,4,others,"Chinese, North Indian",1000,Pubs and bars,MG Road
Amnesia - The Poolside Bar,No,No,3,15,"Casual Dining, Bar","North Indian, Chinese, Continental",2000,Pubs and bars,MG Road
Engine,No,No,3,16,"Casual Dining, Bar",others,950,Pubs and bars,MG Road
Roof Top Gastro Bar,No,No,3,0,others,others,2000,Pubs and bars,MG Road
Hammered,Yes,Yes,4,4841,others,others,1300,Pubs and bars,MG Road
1Q1,No,Yes,4,606,"Casual Dining, Bar",others,2500,Pubs and bars,MG Road
Z-Bar,No,No,3,0,"Casual Dining, Bar",others,1500,Pubs and bars,MG Road
Chapter One Bar | Maiin,No,Yes,4,997,others,others,1400,Buffet,New BEL Road
Hunan,No,Yes,4,820,Casual Dining,"Chinese, Thai, Momos",1100,Buffet,New BEL Road
My Place - Gokulam Grand Hotel & Spa,No,Yes,4,426,others,others,1800,Buffet,New BEL Road
Satrangi,Yes,No,3,212,Casual Dining,"North Indian, South Indian",900,Buffet,New BEL Road
Truffles,No,No,4,3912,others,others,900,Cafes,New BEL Road
Hammered,Yes,Yes,4,2932,others,others,1200,Cafes,New BEL Road
Grubbery,Yes,No,4,638,Cafe,others,700,Cafes,New BEL Road
Smally's Resto Cafe,Yes,No,4,1442,Cafe,others,650,Cafes,New BEL Road
Burp,Yes,Yes,4,608,Cafe,others,800,Cafes,New BEL Road
Cafe Mandala,Yes,No,3,48,Cafe,others,600,Cafes,New BEL Road
Onesta,Yes,Yes,4,4873,others,others,600,Cafes,New BEL Road
Plated,Yes,Yes,4,554,Cafe,"Cafe, Continental",800,Cafes,New BEL Road
Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,No,3,12,Cafe,others,300,Cafes,New BEL Road
Peppermill Bistro,Yes,Yes,4,868,others,others,1000,Cafes,New BEL Road
Prana,Yes,No,4,239,Cafe,others,500,Cafes,New BEL Road
Kargeens,Yes,No,3,365,Cafe,others,900,Cafes,New BEL Road
Ember The Calabash,Yes,No,4,670,Cafe,others,800,Cafes,New BEL Road
THE BEL ST.,No,No,3,523,others,others,1100,Cafes,New BEL Road
Puff Cafe,Yes,No,3,126,Cafe,others,700,Cafes,New BEL Road
Cafe Coffee Day,Yes,No,3,58,Cafe,"Cafe, Fast Food",900,Cafes,New BEL Road
Namakh Store And Cafe,Yes,No,3,18,Cafe,others,400,Cafes,New BEL Road
Nomadic Tandoor,Yes,No,3,168,Cafe,others,700,Cafes,New BEL Road
Chaiywaala Da Dhaba,Yes,No,3,67,Cafe,others,250,Cafes,New BEL Road
Cafe Poetry,Yes,No,3,55,Cafe,others,400,Cafes,New BEL Road
The Banana Kick,Yes,No,3,9,Cafe,others,600,Cafes,New BEL Road
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,No,No,3,6,others,"Cafe, Bakery",400,Cafes,New BEL Road
Brewbakes,No,No,3,7,Cafe,others,450,Cafes,New BEL Road
Pooja Restro,No,No,3,0,Quick Bites,Cafe,150,Cafes,New BEL Road
H&W Cafe,No,No,3,0,Cafe,others,500,Cafes,New BEL Road
Chaai Resto,Yes,No,3,0,others,others,250,Cafes,New BEL Road
Cafe Centralis,Yes,No,2,114,Cafe,Cafe,600,Cafes,New BEL Road
Cafe Gazala,No,No,3,0,Cafe,Cafe,150,Cafes,New BEL Road
Sugarly Spiced,No,No,3,0,Delivery,Cafe,600,Cafes,New BEL Road
Leon Grill,Yes,No,4,336,Quick Bites,others,500,Delivery,New BEL Road
Behrouz Biryani,Yes,No,4,187,Delivery,Biryani,650,Delivery,New BEL Road
Smally's Resto Cafe,Yes,No,4,1442,Cafe,others,650,Delivery,New BEL Road
Bon Appetit Resto,Yes,No,3,50,Delivery,"North Indian, Chinese",300,Delivery,New BEL Road
Keventers,Yes,No,3,17,others,others,400,Delivery,New BEL Road
Deccan House,Yes,No,4,409,Quick Bites,others,350,Delivery,New BEL Road
Flavors of North,Yes,No,3,240,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,New BEL Road
Tasty Box,Yes,No,3,29,Quick Bites,"North Indian, Chinese, Seafood",500,Delivery,New BEL Road
Rayalaseema Ruchulu,Yes,No,3,112,Casual Dining,others,700,Delivery,New BEL Road
New Oottupura Restaurant,Yes,No,3,226,Quick Bites,Kerala,300,Delivery,New BEL Road
Pot Biryani,Yes,No,3,154,Quick Bites,"North Indian, Chinese, Biryani",450,Delivery,New BEL Road
New Agarwal Bhavan,Yes,No,4,254,others,others,400,Delivery,New BEL Road
Paradise,Yes,No,4,1586,Casual Dining,others,800,Delivery,New BEL Road
The Good Bowl,Yes,No,3,33,"Takeaway, Delivery",others,500,Delivery,New BEL Road
Burger King,Yes,No,4,557,Quick Bites,others,600,Delivery,New BEL Road
Delhi Mess,Yes,No,4,498,Quick Bites,"North Indian, Chinese",300,Delivery,New BEL Road
Sumadhura Foods,Yes,No,3,108,Quick Bites,"North Indian, Fast Food",300,Delivery,New BEL Road
Auntie Fung's,Yes,No,4,578,Casual Dining,others,600,Delivery,New BEL Road
Mughlai Azam,Yes,Yes,4,117,Casual Dining,others,1400,Delivery,New BEL Road
Cafe Nosh,Yes,No,4,583,Cafe,others,500,Delivery,New BEL Road
Donne Biriyani Angadi Mane,Yes,No,3,161,Quick Bites,others,250,Delivery,New BEL Road
Onesta,Yes,Yes,4,4873,others,others,600,Delivery,New BEL Road
New Golden Emperor,Yes,No,3,229,Quick Bites,"North Indian, Chinese, Fast Food",400,Delivery,New BEL Road
Faasos,Yes,No,3,204,Delivery,others,500,Delivery,New BEL Road
Mumbai Xpress,Yes,No,3,418,Quick Bites,others,400,Delivery,New BEL Road
Udupi South Saviruchi,Yes,No,3,15,Quick Bites,"South Indian, North Indian, Chinese, Street Food",250,Delivery,New BEL Road
Natural Veg,Yes,No,3,22,Quick Bites,"North Indian, Street Food",250,Delivery,New BEL Road
Beijing Bites,Yes,No,3,198,Casual Dining,"Chinese, Thai",850,Delivery,New BEL Road
Biriyani Nights,Yes,No,3,712,"Takeaway, Delivery",others,500,Delivery,New BEL Road
Hunan King's,Yes,No,2,123,Casual Dining,"Chinese, Thai, Momos",800,Delivery,New BEL Road
Chickpete Donne Biryani,Yes,No,3,0,Quick Bites,Biryani,250,Delivery,New BEL Road
Food Lounge,Yes,No,3,52,Quick Bites,North Indian,400,Delivery,New BEL Road
Chaat Street,Yes,No,4,674,Quick Bites,others,250,Delivery,New BEL Road
Zam Zam Kabab House,Yes,No,3,90,Quick Bites,"North Indian, Chinese",300,Delivery,New BEL Road
Wok Chow,Yes,No,3,163,Quick Bites,"Chinese, Thai, Momos",300,Delivery,New BEL Road
Samskruthi Grand,Yes,No,3,67,Quick Bites,"South Indian, Chinese, North Indian",350,Delivery,New BEL Road
Tasty Box,Yes,No,2,6,Quick Bites,others,250,Delivery,New BEL Road
Parijatha Fish Land,Yes,No,3,8,Casual Dining,others,400,Delivery,New BEL Road
Hotel Gowda's,Yes,No,3,79,Quick Bites,others,450,Delivery,New BEL Road
Casino Hotel,Yes,No,3,345,Casual Dining,"North Indian, Chinese",500,Delivery,New BEL Road
D-Zaprino,Yes,No,4,449,"Takeaway, Delivery",others,400,Delivery,New BEL Road
Just Shawarma,Yes,No,3,179,Quick Bites,Arabian,300,Delivery,New BEL Road
Akshaya Deluxe,Yes,No,4,336,Casual Dining,others,500,Delivery,New BEL Road
Lassi Shop,Yes,No,3,76,others,others,100,Delivery,New BEL Road
Thalassery Restaurant,Yes,No,3,464,Casual Dining,others,600,Delivery,New BEL Road
New Punjabi Pure Veg Restaurant,Yes,No,3,223,Quick Bites,"South Indian, North Indian",400,Delivery,New BEL Road
Chinese Corner and Bengali Mess,Yes,No,3,28,others,others,300,Delivery,New BEL Road
Biriyani Fest,Yes,No,2,33,Delivery,"Biryani, North Indian, Chinese",700,Delivery,New BEL Road
Eat & Drink,Yes,No,3,15,others,others,300,Delivery,New BEL Road
PRS Indian Food Restaurant,Yes,No,2,49,Quick Bites,others,200,Delivery,New BEL Road
Sagar Kabab Corner,Yes,No,3,38,Quick Bites,"North Indian, Chinese, Biryani",350,Delivery,New BEL Road
Grubbery,Yes,No,4,638,Cafe,others,700,Delivery,New BEL Road
Wow Momo,Yes,No,3,46,Quick Bites,others,400,Delivery,New BEL Road
Pizza Hut,Yes,No,3,436,Casual Dining,"Pizza, Fast Food",750,Delivery,New BEL Road
KFC,Yes,No,3,581,Quick Bites,"Burger, Fast Food",400,Delivery,New BEL Road
New Punjabi Pure Veg Restaurant,Yes,No,3,151,Quick Bites,"North Indian, Chinese",450,Delivery,New BEL Road
Biriyani Hub,Yes,No,3,30,Delivery,others,400,Delivery,New BEL Road
The Egg Factory,Yes,No,4,380,Casual Dining,others,750,Delivery,New BEL Road
The Momo Farm,Yes,No,3,25,Quick Bites,others,300,Delivery,New BEL Road
Calicut Restaurant,Yes,No,3,173,Casual Dining,others,450,Delivery,New BEL Road
The Belgian Waffle Co.,Yes,No,3,15,Dessert Parlor,"Desserts, Beverages",350,Delivery,New BEL Road
Cream Stone,Yes,No,4,250,Dessert Parlor,others,500,Delivery,New BEL Road
Shri Udupi Cafe,Yes,No,3,31,Quick Bites,others,300,Delivery,New BEL Road
Lazeez Biryani,Yes,No,4,50,Quick Bites,others,400,Delivery,New BEL Road
Chicken County,Yes,No,3,192,Quick Bites,"Chinese, North Indian",400,Delivery,New BEL Road
Firangi Bake,Yes,No,3,76,Delivery,others,600,Delivery,New BEL Road
The Druid Garden,Yes,Yes,4,3077,others,others,1700,Delivery,New BEL Road
Ovenstory Pizza,Yes,No,4,120,Delivery,Pizza,800,Delivery,New BEL Road
Snack Magic,Yes,No,3,25,Quick Bites,"Fast Food, Beverages",250,Delivery,New BEL Road
Navab's,Yes,No,4,21,Delivery,"North Indian, Mughlai, Chinese",600,Delivery,New BEL Road
KHOPCHA,Yes,No,4,154,others,others,200,Delivery,New BEL Road
Roy Hotel & Restaurant,Yes,No,4,124,Quick Bites,others,300,Delivery,New BEL Road
Messy Eats,No,No,3,133,others,"Bakery, Desserts",500,Delivery,New BEL Road
Biriyani House,Yes,Yes,3,258,Casual Dining,others,600,Delivery,New BEL Road
Shanthi Sagar,Yes,No,3,111,Quick Bites,"South Indian, Chinese, North Indian",300,Delivery,New BEL Road
Wat-a-Biryani,Yes,No,3,0,Delivery,Biryani,500,Delivery,New BEL Road
Vinny's,Yes,No,4,1107,Casual Dining,"Italian, Pizza",700,Delivery,New BEL Road
Sweet Truth,Yes,No,3,20,Delivery,"Bakery, Desserts",500,Delivery,New BEL Road
Polar Bear,Yes,No,4,322,Dessert Parlor,others,400,Delivery,New BEL Road
The Real Mexican,No,No,3,0,Delivery,others,300,Delivery,New BEL Road
Chung Wah,Yes,No,4,536,Casual Dining,others,650,Delivery,New BEL Road
Eggstacy,Yes,No,4,233,Quick Bites,others,500,Delivery,New BEL Road
New Prashanth Hotel,Yes,No,3,40,Casual Dining,others,750,Delivery,New BEL Road
Omleterian,Yes,No,3,4,Delivery,others,200,Delivery,New BEL Road
Prana,Yes,No,4,239,Cafe,others,500,Delivery,New BEL Road
Delhi Food Factory,Yes,No,3,0,Delivery,North Indian,500,Delivery,New BEL Road
Food Singh,Yes,No,3,0,"Takeaway, Delivery",North Indian,500,Delivery,New BEL Road
Oyalo,Yes,No,3,16,Quick Bites,Pizza,300,Delivery,New BEL Road
Fresh Veg,Yes,No,2,94,Quick Bites,others,300,Delivery,New BEL Road
Hammered,Yes,Yes,4,2932,others,others,1200,Delivery,New BEL Road
Aditya Delights,Yes,No,3,59,Quick Bites,others,300,Delivery,New BEL Road
Kaifu,Yes,No,4,421,Casual Dining,others,700,Delivery,New BEL Road
Casamia,Yes,No,3,24,Quick Bites,others,400,Delivery,New BEL Road
Ambur Darbar Biriyani Point,Yes,No,3,24,Quick Bites,Biryani,200,Delivery,New BEL Road
Chai Point,Yes,No,4,108,others,"Fast Food, Beverages",250,Delivery,New BEL Road
The Hundred Food Journey,Yes,Yes,3,46,Casual Dining,others,1100,Delivery,New BEL Road
New Shanthi Sagar,Yes,No,3,158,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery,New BEL Road
Rotti Mane,Yes,No,3,27,Quick Bites,South Indian,200,Delivery,New BEL Road
Five Star Chicken,Yes,No,3,53,Quick Bites,"Fast Food, Burger",300,Delivery,New BEL Road
Totaram's Paranthas,Yes,No,3,140,Quick Bites,North Indian,300,Delivery,New BEL Road
Chetty's Coffee,Yes,No,3,267,Quick Bites,South Indian,200,Delivery,New BEL Road
Malgudi Natti Style Hotel,Yes,No,3,13,Quick Bites,South Indian,400,Delivery,New BEL Road
New Curries & Spice Restaurant,Yes,No,2,7,Quick Bites,South Indian,200,Delivery,New BEL Road
Royal Garden Restaurant,Yes,No,3,12,Casual Dining,"North Indian, Chinese",700,Delivery,New BEL Road
Cafe Coffee Day,Yes,No,3,58,Cafe,"Cafe, Fast Food",900,Delivery,New BEL Road
Mad Over Fries,Yes,No,3,43,Quick Bites,"Fast Food, Beverages",350,Delivery,New BEL Road
Burger Man,Yes,No,3,19,Quick Bites,"Burger, Fast Food",300,Delivery,New BEL Road
Kerala Restaurant,No,No,3,11,Quick Bites,others,150,Delivery,New BEL Road
Bharath Restaurant,Yes,No,3,37,Casual Dining,"North Indian, Chinese",450,Delivery,New BEL Road
Sardarji Ka Kitchen,Yes,No,3,44,Quick Bites,North Indian,150,Delivery,New BEL Road
Hotel Gowdru Mane,Yes,No,3,112,Quick Bites,"South Indian, Biryani",400,Delivery,New BEL Road
Thanco's Natural Ice Cream,Yes,No,3,67,Dessert Parlor,"Ice Cream, Desserts",450,Delivery,New BEL Road
Prateeksha Natural Ice Cream,Yes,No,3,70,Dessert Parlor,Ice Cream,250,Delivery,New BEL Road
Saha Chowmein,Yes,No,3,162,Casual Dining,"North Indian, Chinese",700,Delivery,New BEL Road
Drunken Monkey,Yes,No,4,184,others,"Beverages, Fast Food",500,Delivery,New BEL Road
Cake Gallery,Yes,No,3,24,Bakery,Bakery,300,Delivery,New BEL Road
Goli Vada Pav No. 1,Yes,No,3,38,Quick Bites,Street Food,200,Delivery,New BEL Road
Will Way Burgers,Yes,No,3,22,Quick Bites,others,250,Delivery,New BEL Road
BIB - Breakfast in the Box,Yes,No,3,39,Quick Bites,others,600,Delivery,New BEL Road
Hotel Taj Delight,Yes,No,3,19,Casual Dining,others,600,Delivery,New BEL Road
Red Chillies Curries Point,Yes,No,3,0,Quick Bites,Andhra,250,Delivery,New BEL Road
SKS Veg Corner,Yes,No,3,43,Quick Bites,South Indian,300,Delivery,New BEL Road
Santo's,Yes,No,3,69,Casual Dining,"North Indian, Fast Food",650,Delivery,New BEL Road
Freskka,Yes,No,4,702,Casual Dining,others,700,Delivery,New BEL Road
The Purple Pan,Yes,No,3,15,Quick Bites,"North Indian, Chinese",550,Delivery,New BEL Road
Cheesy Bites,Yes,No,3,0,Quick Bites,others,200,Delivery,New BEL Road
Burp,Yes,Yes,4,608,Cafe,others,800,Delivery,New BEL Road
Bhavani Vada Pav,Yes,No,4,106,Quick Bites,Fast Food,150,Delivery,New BEL Road
Kanti Sweets,Yes,No,4,159,others,"Mithai, Street Food",400,Delivery,New BEL Road
South Spicy Bites Express,Yes,No,3,30,Quick Bites,others,400,Delivery,New BEL Road
Cream Chemistry,Yes,No,3,92,Dessert Parlor,"Ice Cream, Desserts",500,Delivery,New BEL Road
Sethi's,Yes,No,3,0,Delivery,"North Indian, Chinese",600,Delivery,New BEL Road
Smoke - The Sizzler House,Yes,Yes,4,680,Casual Dining,others,800,Delivery,New BEL Road
Tawa Tandoor,Yes,Yes,3,116,Casual Dining,"North Indian, Chinese",700,Delivery,New BEL Road
Ibaco,Yes,No,3,81,Dessert Parlor,Desserts,300,Delivery,New BEL Road
Jashn Hyderabadi Bawarchi,Yes,No,2,140,Casual Dining,others,650,Delivery,New BEL Road
Frozen Bottle,Yes,No,3,56,others,others,400,Delivery,New BEL Road
Banashankari Restaurant,Yes,No,3,0,Quick Bites,South Indian,400,Delivery,New BEL Road
KA 12 - Flavour Of Coorg,Yes,No,4,105,Quick Bites,South Indian,300,Delivery,New BEL Road
Chawla's 2 Online.com,Yes,No,3,0,"Takeaway, Delivery",North Indian,800,Delivery,New BEL Road
Biriyani Paradise,Yes,No,3,210,Quick Bites,others,450,Delivery,New BEL Road
A2B - Adyar Ananda Bhavan,Yes,No,3,50,Casual Dining,others,400,Delivery,New BEL Road
Sagar Samrat,Yes,No,3,119,Casual Dining,"North Indian, Chinese, South Indian",400,Delivery,New BEL Road
Flavours Inn,Yes,No,3,59,Quick Bites,others,500,Delivery,New BEL Road
Stoned Monkey,Yes,No,4,255,Dessert Parlor,"Desserts, Ice Cream",500,Delivery,New BEL Road
Pizza Stop,Yes,No,3,75,Quick Bites,others,600,Delivery,New BEL Road
Pavilion,Yes,No,3,34,Casual Dining,"North Indian, Chinese",700,Delivery,New BEL Road
Pavilion Restaurant,Yes,No,4,100,Casual Dining,"North Indian, Chinese, Continental",1000,Delivery,New BEL Road
Fish Corner,Yes,No,3,118,Quick Bites,"North Indian, Chinese, Seafood",400,Delivery,New BEL Road
Truffles,No,No,4,3912,others,others,900,Delivery,New BEL Road
Chination,No,No,3,0,Delivery,Chinese,600,Delivery,New BEL Road
Andhra Spice Mess,Yes,No,3,9,Quick Bites,others,250,Delivery,New BEL Road
The Banana Kick,Yes,No,3,9,Cafe,others,600,Delivery,New BEL Road
ZEEES,Yes,No,3,9,Quick Bites,others,300,Delivery,New BEL Road
Havelli - Chairman's Resort,Yes,Yes,3,137,"Casual Dining, Bar",others,1250,Delivery,New BEL Road
AQNI,Yes,No,3,89,Casual Dining,others,650,Delivery,New BEL Road
McDonald's,Yes,No,3,281,Quick Bites,"Burger, Fast Food",500,Delivery,New BEL Road
Sha-e-Darbar,Yes,No,3,61,Quick Bites,"North Indian, Chinese",400,Delivery,New BEL Road
Salaam Sigri Rolls & Kebabs,Yes,No,3,162,Quick Bites,others,300,Delivery,New BEL Road
Ujwal Restaurant,Yes,No,3,149,others,others,600,Delivery,New BEL Road
Cafe Centralis,Yes,No,2,114,Cafe,Cafe,600,Delivery,New BEL Road
Kolkata Kati Roll,Yes,No,3,14,Quick Bites,others,150,Delivery,New BEL Road
Churn,Yes,No,4,58,Quick Bites,"Desserts, Ice Cream",250,Delivery,New BEL Road
Kolkata Famous Kati Rolls,Yes,No,3,79,Quick Bites,"Fast Food, Rolls",200,Delivery,New BEL Road
The Street Kitchen,Yes,No,3,16,Quick Bites,others,300,Delivery,New BEL Road
Plated,Yes,Yes,4,554,Cafe,"Cafe, Continental",800,Delivery,New BEL Road
Baskin Robbins,Yes,No,3,34,Dessert Parlor,"Ice Cream, Desserts",250,Delivery,New BEL Road
Peppermill Bistro,Yes,Yes,4,868,others,others,1000,Delivery,New BEL Road
Yumjar,Yes,No,3,9,"Takeaway, Delivery",others,300,Delivery,New BEL Road
Tandoori Delight,Yes,No,3,46,Quick Bites,"North Indian, Chinese",300,Delivery,New BEL Road
Ootada Mane,Yes,No,2,67,Casual Dining,"South Indian, North Indian, Chinese",600,Delivery,New BEL Road
Cafe Poetry,Yes,No,3,55,Cafe,others,400,Delivery,New BEL Road
Rabbit Paradise,Yes,No,3,4,"Takeaway, Delivery",Andhra,350,Delivery,New BEL Road
Khan Saheb Grills and Rolls,Yes,No,3,114,Quick Bites,Fast Food,400,Delivery,New BEL Road
B1,Yes,Yes,3,123,others,others,1100,Delivery,New BEL Road
Ember The Calabash,Yes,No,4,670,Cafe,others,800,Delivery,New BEL Road
Chaska Inn,Yes,No,3,0,Quick Bites,others,300,Delivery,New BEL Road
Chef Baker's,Yes,No,3,0,Bakery,Bakery,450,Delivery,New BEL Road
Chef Kitchen,Yes,No,3,19,Quick Bites,others,200,Delivery,New BEL Road
Hatti Kaapi,Yes,No,3,0,Quick Bites,others,200,Delivery,New BEL Road
Big Straw Blast,Yes,No,3,6,others,Beverages,150,Delivery,New BEL Road
The Rich Crust,Yes,No,3,43,Cafe,others,600,Delivery,New BEL Road
Nandhana Palace,No,No,4,1282,Casual Dining,others,800,Delivery,New BEL Road
Sunaina Sapice,Yes,No,3,7,Quick Bites,"South Indian, North Indian, Chinese",200,Delivery,New BEL Road
Domino's Pizza,Yes,No,3,257,Quick Bites,"Pizza, Fast Food",400,Delivery,New BEL Road
The Crust Factory,Yes,No,3,11,others,others,400,Delivery,New BEL Road
Sholay - The Barbeque,Yes,Yes,3,45,Casual Dining,others,1200,Delivery,New BEL Road
Cafe Mandala,Yes,No,3,48,Cafe,others,600,Delivery,New BEL Road
Cubbonpete Donne Biryani,Yes,No,3,92,Quick Bites,"South Indian, Biryani",300,Delivery,New BEL Road
Namakh Store And Cafe,Yes,No,3,18,Cafe,others,400,Delivery,New BEL Road
The London Shakes,Yes,No,3,44,others,"Beverages, Fast Food",400,Delivery,New BEL Road
Carbon Cup,Yes,No,3,12,Quick Bites,others,400,Delivery,New BEL Road
Kettle & Kegs,Yes,No,3,0,others,others,200,Delivery,New BEL Road
Rigan Hyderabadi Bawarchi,Yes,No,3,133,Casual Dining,"Biryani, North Indian, Chinese",700,Delivery,New BEL Road
Puff Cafe,Yes,No,3,126,Cafe,others,700,Delivery,New BEL Road
Sangeeta Restaurant,Yes,No,3,91,Quick Bites,others,300,Delivery,New BEL Road
Delight Fast Food & Restaurant,Yes,No,2,36,Casual Dining,"North Indian, Chinese",550,Delivery,New BEL Road
Cafe Rossini,Yes,No,3,431,Casual Dining,others,700,Delivery,New BEL Road
Shree Mahalakshmi Sweets,Yes,No,3,34,others,"Mithai, Street Food",100,Delivery,New BEL Road
Anda Special-Pav Bhaji,Yes,No,3,8,Quick Bites,Fast Food,200,Delivery,New BEL Road
Just99,Yes,No,3,7,Quick Bites,others,300,Delivery,New BEL Road
Crispy Fried Chicken,Yes,No,3,0,Quick Bites,"Burger, Fast Food",150,Delivery,New BEL Road
Have More,No,Yes,3,510,Casual Dining,North Indian,700,Delivery,New BEL Road
Hunan,No,Yes,4,820,Casual Dining,"Chinese, Thai, Momos",1100,Delivery,New BEL Road
Snow Lion Tibet Kitchen,No,No,3,263,Quick Bites,others,400,Delivery,New BEL Road
Satrangi,Yes,No,3,212,Casual Dining,"North Indian, South Indian",900,Delivery,New BEL Road
Kitty's Cafe,Yes,No,3,43,Quick Bites,Fast Food,300,Delivery,New BEL Road
Kargeens,Yes,No,3,365,Cafe,others,900,Delivery,New BEL Road
NOC Cafe & Catering,Yes,No,3,7,Quick Bites,"North Indian, Fast Food",400,Delivery,New BEL Road
Brahmins Food Corner,Yes,No,3,95,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,New BEL Road
Oottupura,Yes,No,2,166,Quick Bites,others,350,Delivery,New BEL Road
Subway,No,No,3,167,Quick Bites,others,500,Delivery,New BEL Road
Prashant Naati Corner,No,No,4,95,Quick Bites,"South Indian, Biryani",400,Delivery,New BEL Road
Absolute Waffles,Yes,No,3,49,Dessert Parlor,others,200,Delivery,New BEL Road
Biryani Empire,Yes,No,3,8,Quick Bites,Biryani,400,Delivery,New BEL Road
Nandhini Deluxe,No,Yes,3,511,Casual Dining,North Indian,600,Delivery,New BEL Road
Al-Baik Kabab Corner,Yes,No,3,25,Quick Bites,others,350,Delivery,New BEL Road
Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,No,3,12,Cafe,others,300,Delivery,New BEL Road
Bikaner Sweets,Yes,No,3,63,others,"Mithai, Street Food",150,Delivery,New BEL Road
Lincoln Bistro,Yes,No,4,252,Casual Dining,others,800,Delivery,New BEL Road
Cheta's Kitchen,Yes,No,3,78,Quick Bites,others,350,Delivery,New BEL Road
Natural Ice Cream,No,No,4,273,Dessert Parlor,others,200,Delivery,New BEL Road
7th Heaven,No,No,3,17,Bakery,"Bakery, Desserts",300,Delivery,New BEL Road
Just Bake,Yes,No,3,24,others,Bakery,400,Delivery,New BEL Road
THE BEL ST.,No,No,3,523,others,others,1100,Delivery,New BEL Road
Black Jack,No,No,3,318,others,"North Indian, Chinese",1400,Delivery,New BEL Road
