name,online_order,book_table,rate,votes,rest_type,cuisines,cost2plates,type,location
Mexican Burrito,No,No,4,160,"Takeaway, Delivery",others,450,Delivery,New BEL Road
Chandrappa Hotel,Yes,No,4,253,Quick Bites,"South Indian, North Indian, Chinese",450,Delivery,New BEL Road
Gowdru Mane,No,No,3,26,Quick Bites,others,300,Delivery,New BEL Road
Smogrill,No,No,3,0,"Takeaway, Delivery",others,150,Delivery,New BEL Road
Toast And Salad,Yes,No,3,25,Quick Bites,others,300,Delivery,New BEL Road
Bhukkad,Yes,No,3,6,Quick Bites,"North Indian, Mughlai",300,Delivery,New BEL Road
Sri Sai Fast Food,No,No,3,0,Quick Bites,South Indian,100,Delivery,New BEL Road
Rolls Kitchen,No,No,3,18,Quick Bites,"Fast Food, Rolls",250,Delivery,New BEL Road
Subhash Mess,No,No,3,23,others,North Indian,200,Delivery,New BEL Road
Cinnamon - Grills and Gourmet,No,No,3,10,Quick Bites,others,400,Delivery,New BEL Road
Lazeez Fast Food,No,No,3,0,Quick Bites,others,300,Delivery,New BEL Road
Andhra Ruchies,No,No,3,0,Quick Bites,"Andhra, Biryani",400,Delivery,New BEL Road
Q3 Food Corner,No,No,3,0,Casual Dining,"South Indian, North Indian",500,Delivery,New BEL Road
Basil Joint,Yes,No,3,24,"Takeaway, Delivery","Fast Food, Beverages",300,Delivery,New BEL Road
Deepak Paratha Plaza,No,No,3,18,Quick Bites,"North Indian, Street Food",200,Delivery,New BEL Road
The Snnackos,No,No,3,0,Quick Bites,"North Indian, Fast Food",250,Delivery,New BEL Road
BBQ Nation Delivery,Yes,No,3,0,Delivery,others,750,Delivery,New BEL Road
Jeet Punjabi Tadka,No,No,3,17,Quick Bites,"North Indian, South Indian",500,Delivery,New BEL Road
Little Bites,No,No,3,184,Quick Bites,Fast Food,400,Delivery,New BEL Road
Nomadic Tandoor,Yes,No,3,168,Cafe,others,700,Delivery,New BEL Road
Wow Sikkim Momo,No,No,3,18,Quick Bites,others,150,Delivery,New BEL Road
Biryani King,No,No,3,0,Quick Bites,"Biryani, North Indian, Chinese",400,Delivery,New BEL Road
S L N Paratha Center,No,No,3,14,Quick Bites,North Indian,200,Delivery,New BEL Road
Shivas Family Restaurant,No,No,3,8,Casual Dining,"North Indian, Chinese",550,Delivery,New BEL Road
NalaMaharaja,No,No,3,7,Casual Dining,North Indian,500,Delivery,New BEL Road
Sindhu Family Restaurant,No,No,3,4,Casual Dining,"North Indian, Chinese, Seafood",600,Delivery,New BEL Road
Lan Thai,No,No,4,66,Casual Dining,others,800,Delivery,New BEL Road
Bihar Bhojanalaya,No,No,3,14,Quick Bites,others,200,Delivery,New BEL Road
Ambarsaria,No,No,2,57,Casual Dining,North Indian,800,Delivery,New BEL Road
Chaiywaala Da Dhaba,Yes,No,3,67,Cafe,others,250,Delivery,New BEL Road
Taste Buds,No,No,3,0,Quick Bites,others,200,Delivery,New BEL Road
Udupi Tazza Thindi,No,No,3,7,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,New BEL Road
Aarti Paratha & Rolls Corner,Yes,No,3,15,Quick Bites,"North Indian, Fast Food",200,Delivery,New BEL Road
Durga Mess,No,No,3,33,others,North Indian,150,Delivery,New BEL Road
Kabab Bite,No,No,3,0,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,New BEL Road
Cooking Restaurant,No,No,3,0,Quick Bites,North Indian,200,Delivery,New BEL Road
Ketty's Corner,No,No,3,4,Quick Bites,others,200,Delivery,New BEL Road
Thindipotha,No,No,3,0,Quick Bites,Biryani,300,Delivery,New BEL Road
D'7 Feast Resto Cafe,No,No,4,147,Casual Dining,others,600,Delivery,New BEL Road
Koithio Kitchen,No,No,3,4,Quick Bites,"Chinese, Momos",600,Delivery,New BEL Road
Sweet Chariot,No,No,2,19,Bakery,"Bakery, Fast Food",500,Delivery,New BEL Road
Bengal Biriyani,No,No,2,28,Quick Bites,Biryani,150,Delivery,New BEL Road
Tasty Corner,No,No,3,13,Quick Bites,South Indian,200,Delivery,New BEL Road
Kolkata Famous Kati Roll,No,No,3,4,Quick Bites,others,200,Delivery,New BEL Road
Orissa Dining Mess,No,No,3,0,others,others,300,Delivery,New BEL Road
Andhra Mess,No,No,3,0,others,South Indian,300,Delivery,New BEL Road
Hyderabadi Bawarchi Multi Cuisine Restaurant,No,No,3,100,Casual Dining,"Biryani, North Indian, Chinese",600,Delivery,New BEL Road
A1 Spice Inn,No,No,3,46,Casual Dining,others,500,Delivery,New BEL Road
Desi Rasoi,No,No,3,0,Quick Bites,others,300,Delivery,New BEL Road
Eatsaa,No,No,3,8,Quick Bites,Chinese,300,Delivery,New BEL Road
Biryani Treats,No,No,2,105,Delivery,Biryani,650,Delivery,New BEL Road
Lotus Bell,No,No,3,0,Quick Bites,"North Indian, Chinese",500,Delivery,New BEL Road
Home Kitchen,No,No,3,0,Delivery,North Indian,250,Delivery,New BEL Road
Qooked Restaurant,No,No,3,4,Quick Bites,others,300,Delivery,New BEL Road
Kake Ka Hotel,No,No,3,0,Delivery,North Indian,400,Delivery,New BEL Road
GET ur FIX  Chote Miya,No,No,3,4,Quick Bites,Fast Food,300,Delivery,New BEL Road
Hotel Tasty Land,No,No,3,0,Quick Bites,others,200,Delivery,New BEL Road
Rumi's,No,No,3,0,Quick Bites,others,300,Delivery,New BEL Road
Ice Magic,No,No,3,6,Quick Bites,others,250,Delivery,New BEL Road
Munch Box,No,No,3,0,Quick Bites,others,400,Delivery,New BEL Road
Midnight Hunger Project,No,No,3,6,Delivery,"North Indian, South Indian, Chinese",300,Delivery,New BEL Road
Doner Bel,No,No,3,64,Quick Bites,others,400,Delivery,New BEL Road
United Cafe & Fastfood,No,No,3,0,Quick Bites,others,400,Delivery,New BEL Road
Shawarma & Kolkata Rolls,No,No,3,4,Quick Bites,others,100,Delivery,New BEL Road
Sunmart Ice Cream Parlour,No,No,3,0,Dessert Parlor,Ice Cream,100,Delivery,New BEL Road
Om Sai Ram Food Junction,No,No,3,39,Quick Bites,North Indian,200,Delivery,New BEL Road
New Ambur Hot Dum Biriyani,No,No,3,0,Quick Bites,Biryani,200,Delivery,New BEL Road
Sri Vasavi Bangarpet Chats,No,No,3,0,Quick Bites,Fast Food,300,Delivery,New BEL Road
La Mirch,No,No,3,0,Delivery,others,400,Delivery,New BEL Road
Swaad,No,No,3,0,"Takeaway, Delivery",others,400,Delivery,New BEL Road
Hotpot EggStacy Chinese,No,No,3,0,Quick Bites,Chinese,250,Delivery,New BEL Road
Loca - The World Of Kitchen,No,No,3,0,others,South Indian,200,Delivery,New BEL Road
Rabi North Indian Food,No,No,3,0,Quick Bites,"North Indian, Chinese",250,Delivery,New BEL Road
Tasty Fast Food,No,No,3,4,Quick Bites,"North Indian, Chinese",250,Delivery,New BEL Road
New Prashanth Natti Style,No,No,3,0,Quick Bites,"South Indian, Biryani",300,Delivery,New BEL Road
Bengaluru Hut,No,No,3,0,Quick Bites,South Indian,150,Delivery,New BEL Road
Durga Mess,No,No,3,0,others,others,200,Delivery,New BEL Road
Akshaya Spice,No,No,3,0,Quick Bites,others,300,Delivery,New BEL Road
Patville,No,No,3,9,Dessert Parlor,Desserts,300,Delivery,New BEL Road
Yumkiin,No,No,3,0,Delivery,others,250,Delivery,New BEL Road
Bake-A-Luru,No,No,3,0,Bakery,"Bakery, Desserts",500,Delivery,New BEL Road
Ootada Dabba,No,No,3,0,"Takeaway, Delivery",South Indian,200,Delivery,New BEL Road
Belly Doze,No,No,3,31,"Takeaway, Delivery","North Indian, Mughlai, Chinese",600,Delivery,New BEL Road
Boys Home,No,No,3,0,Delivery,"North Indian, South Indian",100,Delivery,New BEL Road
Crispy Clouds,No,No,3,0,Delivery,"Bakery, Desserts",300,Delivery,New BEL Road
Sri Gajanana Fruit Juice Center,Yes,No,3,0,others,others,150,Delivery,New BEL Road
Tripti Hotel & Restaurant,No,No,3,18,Quick Bites,others,200,Delivery,New BEL Road
Mayuri,No,No,2,79,Casual Dining,others,700,Delivery,New BEL Road
Ministry of Burger,No,No,3,0,Delivery,Continental,500,Delivery,New BEL Road
Udupi Garden,No,No,3,44,Quick Bites,others,300,Delivery,New BEL Road
Food Feed Restaurant,No,No,3,29,Casual Dining,others,750,Delivery,New BEL Road
Kolkatta Famous Kati Rolls,No,No,3,0,"Takeaway, Delivery",others,150,Delivery,New BEL Road
Kusum Restaurant,No,No,3,99,Casual Dining,others,500,Delivery,New BEL Road
Frosted Memories,No,No,4,34,Bakery,Bakery,200,Delivery,New BEL Road
Sugarly Spiced,No,No,3,0,Delivery,Cafe,600,Delivery,New BEL Road
Royal Beans,No,No,3,16,Delivery,Desserts,400,Delivery,New BEL Road
The Higher Taste,No,No,3,6,Quick Bites,"North Indian, Fast Food",350,Delivery,New BEL Road
Bangalore Blooms,No,No,3,0,Bakery,Bakery,300,Delivery,New BEL Road
Happy Khaana,No,No,3,0,Delivery,North Indian,300,Delivery,New BEL Road
Bonbonbite,No,No,3,10,Bakery,"Bakery, Desserts",450,Delivery,New BEL Road
Cafe Lassi Lab,Yes,No,3,6,others,"Fast Food, Beverages",300,Delivery,New BEL Road
Bengaluru Cafe,No,No,3,4,Quick Bites,South Indian,150,Delivery,New BEL Road
Daryaganj Chowk,No,No,3,13,Quick Bites,"North Indian, Fast Food",400,Delivery,New BEL Road
Shake The Shake,Yes,No,3,0,Quick Bites,others,200,Delivery,New BEL Road
Rotti Mane,Yes,No,3,0,Quick Bites,South Indian,200,Delivery,New BEL Road
Mr. Chef,Yes,No,3,119,Casual Dining,"North Indian, Chinese, Biryani",500,Delivery,New BEL Road
Om Meals & Paratha Junction,Yes,No,3,0,Quick Bites,North Indian,100,Delivery,New BEL Road
Mabra Family Restaurant,Yes,No,3,33,Quick Bites,"North Indian, Chinese",450,Delivery,New BEL Road
Kuttanadu Family Restaurant,Yes,No,3,17,Casual Dining,others,600,Delivery,New BEL Road
Kadamba Gardenia,No,No,3,74,Casual Dining,others,400,Delivery,New BEL Road
Atithi Satkar,No,No,3,91,Casual Dining,others,400,Delivery,New BEL Road
Kolkata Refreshments,No,No,3,14,Quick Bites,others,200,Delivery,New BEL Road
Samba Shake N Juice,No,No,3,11,Quick Bites,others,200,Delivery,New BEL Road
Sea Salt,No,No,3,18,Quick Bites,others,600,Delivery,New BEL Road
Hattke,No,No,3,27,Quick Bites,"North Indian, South Indian",350,Delivery,New BEL Road
The Local Kitchen,No,No,3,0,Delivery,"Chinese, North Indian",250,Delivery,New BEL Road
Indian Bench,No,No,3,0,Quick Bites,others,500,Delivery,New BEL Road
Midnight Hunger Solutions 24/7,No,No,3,10,Delivery,"North Indian, Mughlai, Chinese",500,Delivery,New BEL Road
Al Kabab Corner,No,No,3,0,Quick Bites,"Chinese, North Indian",350,Delivery,New BEL Road
Ruchi Curry Point,No,No,3,0,Quick Bites,"Biryani, North Indian",400,Delivery,New BEL Road
Sherin Ice Palace,No,No,3,0,Dessert Parlor,"Ice Cream, Desserts",250,Delivery,New BEL Road
Star Food County,Yes,No,3,11,others,Fast Food,300,Delivery,New BEL Road
Desi Spicey,No,No,3,0,Delivery,"North Indian, Chinese",300,Delivery,New BEL Road
Dil Face Food,No,No,3,0,Quick Bites,Fast Food,150,Delivery,New BEL Road
Sketches,No,No,3,14,Quick Bites,"South Indian, Fast Food",350,Delivery,New BEL Road
New Ambur Hot Dum Biryani,No,No,3,0,Quick Bites,others,400,Delivery,New BEL Road
Casrod Naaz,No,No,3,0,Casual Dining,others,450,Delivery,New BEL Road
Cafe Mojo,No,No,3,0,Quick Bites,Fast Food,400,Delivery,New BEL Road
Cherry Chinese Fast Food & Kolkata Kati Rolls,No,No,3,0,Quick Bites,others,400,Delivery,New BEL Road
Sastry And Sastry Pure Veg Food,Yes,No,3,0,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,New BEL Road
Lasagna,No,No,3,0,Quick Bites,others,300,Delivery,New BEL Road
Nala Bheema Hotel,No,No,3,0,Quick Bites,South Indian,150,Delivery,New BEL Road
Terminus Tiffin Meal Service,No,No,3,0,Delivery,North Indian,200,Delivery,New BEL Road
Abzain Paradise,No,No,2,42,Quick Bites,North Indian,300,Delivery,New BEL Road
Kusum Rolls,Yes,No,3,76,Quick Bites,Street Food,300,Delivery,New BEL Road
Hyderabad Biryaani Palace,Yes,No,3,66,Quick Bites,"North Indian, Chinese, Biryani",600,Delivery,New BEL Road
Kalkata Kati Roll,No,No,3,7,Quick Bites,"Fast Food, Rolls",150,Delivery,New BEL Road
Tuckinto,Yes,No,3,30,Cafe,Cafe,400,Delivery,New BEL Road
Wow Sikkim Momo's,No,No,3,11,Quick Bites,"Chinese, North Indian",300,Delivery,New BEL Road
Kolkata Famous Kati Rolls,No,No,3,0,Quick Bites,others,150,Delivery,New BEL Road
Amrita Nadia Sweets,Yes,No,3,4,others,Mithai,400,Delivery,New BEL Road
Mexican Taste,Yes,No,3,9,"Takeaway, Delivery",others,200,Delivery,New BEL Road
Chaai Resto,Yes,No,3,0,others,others,250,Delivery,New BEL Road
BOX8- Desi Meals,Yes,No,4,44,"Takeaway, Delivery",others,500,Delivery,New BEL Road
Juglee,Yes,No,3,0,Quick Bites,others,150,Delivery,New BEL Road
Mojo Pizza - 2X Toppings,Yes,No,4,50,"Takeaway, Delivery",Pizza,600,Delivery,New BEL Road
Truffles,No,No,4,3912,others,others,900,Desserts,New BEL Road
Grubbery,Yes,No,4,638,Cafe,others,700,Desserts,New BEL Road
Corner House Ice Cream,No,No,4,703,Dessert Parlor,"Ice Cream, Desserts",400,Desserts,New BEL Road
Cream Stone,Yes,No,4,250,Dessert Parlor,others,500,Desserts,New BEL Road
Polar Bear,Yes,No,4,322,Dessert Parlor,others,400,Desserts,New BEL Road
The Waffle Yard,No,No,4,149,others,others,300,Desserts,New BEL Road
Frozen Bottle,Yes,No,3,56,others,others,400,Desserts,New BEL Road
Natural Ice Cream,No,No,4,273,Dessert Parlor,others,200,Desserts,New BEL Road
7th Heaven,No,No,3,17,Bakery,"Bakery, Desserts",300,Desserts,New BEL Road
Prateeksha Natural Ice Cream,Yes,No,3,70,Dessert Parlor,Ice Cream,250,Desserts,New BEL Road
Amma's Pastries,No,No,3,54,Dessert Parlor,"Bakery, Desserts",400,Desserts,New BEL Road
Kanti Sweets,Yes,No,4,132,Quick Bites,"Mithai, Street Food",400,Desserts,New BEL Road
Messy Eats,No,No,3,133,others,"Bakery, Desserts",500,Desserts,New BEL Road
Churn,Yes,No,4,58,Quick Bites,"Desserts, Ice Cream",250,Desserts,New BEL Road
Just Bake,Yes,No,2,84,others,Bakery,400,Desserts,New BEL Road
1 Fahreheit,No,No,3,0,Dessert Parlor,"Desserts, Ice Cream",200,Desserts,New BEL Road
The Belgian Waffle Co.,Yes,No,3,31,Dessert Parlor,"Desserts, Beverages",350,Desserts,New BEL Road
KC Das - Sweet House,No,No,3,32,others,"Mithai, Street Food",200,Desserts,New BEL Road
Ibaco,Yes,No,3,81,Dessert Parlor,Desserts,300,Desserts,New BEL Road
Keventers,Yes,No,3,130,others,others,400,Desserts,New BEL Road
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,No,No,3,6,others,"Cafe, Bakery",400,Desserts,New BEL Road
Patville,No,No,3,9,Dessert Parlor,Desserts,300,Desserts,New BEL Road
Sweet Chariot,No,No,2,19,Bakery,"Bakery, Fast Food",500,Desserts,New BEL Road
Lassi Shop,No,No,3,16,others,others,200,Desserts,New BEL Road
Bake-A-Luru,No,No,3,0,Bakery,"Bakery, Desserts",500,Desserts,New BEL Road
Nandhana Mithai,No,No,3,0,others,others,500,Desserts,New BEL Road
Absolute Waffles,Yes,No,3,49,Dessert Parlor,others,200,Desserts,New BEL Road
Baskin Robbins,Yes,No,3,34,Dessert Parlor,"Ice Cream, Desserts",250,Desserts,New BEL Road
Hangyo,No,No,3,0,Dessert Parlor,Ice Cream,200,Desserts,New BEL Road
Sunmart Ice Cream Parlour,No,No,3,0,Dessert Parlor,Ice Cream,100,Desserts,New BEL Road
Crispy Clouds,No,No,3,0,Delivery,"Bakery, Desserts",300,Desserts,New BEL Road
Chef Baker's,Yes,No,3,0,Bakery,Bakery,450,Desserts,New BEL Road
Stoned Monkey,Yes,No,4,255,Dessert Parlor,"Desserts, Ice Cream",500,Desserts,New BEL Road
Frosted Memories,No,No,4,34,Bakery,Bakery,200,Desserts,New BEL Road
Sri Krishna Bhavan Sweets,No,No,3,56,others,"Mithai, Street Food",350,Desserts,New BEL Road
Kuttanadu Family Restaurant,Yes,No,3,17,Casual Dining,others,600,Desserts,New BEL Road
Bengal Sweets,No,No,3,40,others,"Mithai, Street Food",300,Desserts,New BEL Road
Amrita Nadia Sweets,Yes,No,3,4,others,Mithai,400,Desserts,New BEL Road
Royal Beans,No,No,3,16,Delivery,Desserts,400,Desserts,New BEL Road
Sherin Ice Palace,No,No,3,0,Dessert Parlor,"Ice Cream, Desserts",250,Desserts,New BEL Road
Bangalore Blooms,No,No,3,0,Bakery,Bakery,300,Desserts,New BEL Road
L J Iyengar Bakery,No,No,3,0,Bakery,"Bakery, Desserts",500,Desserts,New BEL Road
Bonbonbite,No,No,3,10,Bakery,"Bakery, Desserts",450,Desserts,New BEL Road
1522 - The Pub,No,No,4,969,others,others,1400,Dine-out,New BEL Road
Truffles,No,No,4,3916,others,others,900,Dine-out,New BEL Road
Gilly's Restobar,No,Yes,4,2732,others,others,1200,Dine-out,New BEL Road
Chapter One Bar | Maiin,No,Yes,4,997,others,others,1400,Dine-out,New BEL Road
Hammered,Yes,Yes,4,2935,others,others,1200,Dine-out,New BEL Road
Auntie Fung's,Yes,No,4,578,Casual Dining,others,600,Dine-out,New BEL Road
The Light House Restaurant,Yes,No,4,53,Casual Dining,"North Indian, Chinese, Seafood",500,Dine-out,New BEL Road
Chin Lung Resto-Bar,No,No,4,307,"Casual Dining, Bar","North Indian, Chinese, Fast Food",1000,Dine-out,New BEL Road
Nandhana Palace,No,No,4,1282,Casual Dining,others,800,Dine-out,New BEL Road
Kaifu,Yes,No,4,420,Casual Dining,others,700,Dine-out,New BEL Road
Paradise,Yes,No,4,1586,Casual Dining,others,800,Dine-out,New BEL Road
Sangria Wine Lounge,No,No,4,421,Casual Dining,others,1000,Dine-out,New BEL Road
Grubbery,Yes,No,4,638,Cafe,others,700,Dine-out,New BEL Road
Have More,No,Yes,3,510,Casual Dining,North Indian,700,Dine-out,New BEL Road
Smally's Resto Cafe,Yes,No,4,1443,Cafe,others,650,Dine-out,New BEL Road
Hunan,No,Yes,4,820,Casual Dining,"Chinese, Thai, Momos",1100,Dine-out,New BEL Road
Casino Hotel,Yes,No,3,345,Casual Dining,"North Indian, Chinese",500,Dine-out,New BEL Road
Akshaya Deluxe,Yes,No,4,337,Casual Dining,others,500,Dine-out,New BEL Road
Snow Lion Tibet Kitchen,No,No,3,263,Quick Bites,others,400,Dine-out,New BEL Road
Burp,Yes,Yes,4,608,Cafe,others,800,Dine-out,New BEL Road
Cafe Mandala,Yes,No,3,48,Cafe,others,600,Dine-out,New BEL Road
Tawa Tandoor,Yes,Yes,3,117,Casual Dining,"North Indian, Chinese",700,Dine-out,New BEL Road
Sagar Samrat,Yes,No,3,120,Casual Dining,"North Indian, Chinese, South Indian",400,Dine-out,New BEL Road
Onesta,Yes,Yes,4,4897,others,others,600,Dine-out,New BEL Road
Prashant Naati Corner,No,No,4,95,Quick Bites,"South Indian, Biryani",400,Dine-out,New BEL Road
Plated,Yes,Yes,4,555,Cafe,"Cafe, Continental",800,Dine-out,New BEL Road
Smoke - The Sizzler House,Yes,Yes,4,680,Casual Dining,others,800,Dine-out,New BEL Road
Mughlai Azam,Yes,Yes,4,117,Casual Dining,others,1400,Dine-out,New BEL Road
Thalassery Restaurant,Yes,No,3,465,Casual Dining,others,600,Dine-out,New BEL Road
Pizza Hut,Yes,No,3,436,Casual Dining,"Pizza, Fast Food",750,Dine-out,New BEL Road
Nandhini Deluxe,No,Yes,3,511,Casual Dining,North Indian,600,Dine-out,New BEL Road
Vinny's,Yes,No,4,1107,Casual Dining,"Italian, Pizza",700,Dine-out,New BEL Road
Chung Wah,Yes,No,4,539,Casual Dining,others,650,Dine-out,New BEL Road
Black Jack,No,No,3,318,others,"North Indian, Chinese",1400,Dine-out,New BEL Road
Lincoln Bistro,Yes,No,4,251,Casual Dining,others,800,Dine-out,New BEL Road
Peppermill Bistro,Yes,Yes,4,868,others,others,1000,Dine-out,New BEL Road
Prana,Yes,No,4,239,Cafe,others,500,Dine-out,New BEL Road
B1,Yes,Yes,3,123,others,others,1100,Dine-out,New BEL Road
Kargeens,Yes,No,3,365,Cafe,others,900,Dine-out,New BEL Road
Freskka,Yes,No,4,702,Casual Dining,others,700,Dine-out,New BEL Road
KA 12 - Flavour Of Coorg,Yes,No,4,105,Quick Bites,South Indian,300,Dine-out,New BEL Road
Jashn Hyderabadi Bawarchi,Yes,No,2,140,Casual Dining,others,650,Dine-out,New BEL Road
New Prashanth Hotel,Yes,No,3,40,Casual Dining,others,750,Dine-out,New BEL Road
Ember The Calabash,Yes,No,4,670,Cafe,others,800,Dine-out,New BEL Road
THE BEL ST.,No,No,3,523,others,others,1100,Dine-out,New BEL Road
The Egg Factory,Yes,No,4,380,Casual Dining,others,750,Dine-out,New BEL Road
My Place - Gokulam Grand Hotel & Spa,No,Yes,4,426,others,others,1800,Dine-out,New BEL Road
Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,No,No,3,37,others,Continental,2000,Dine-out,New BEL Road
Beijing Bites,No,No,3,314,Casual Dining,"Chinese, Thai",850,Dine-out,New BEL Road
Rigan Hyderabadi Bawarchi,Yes,No,3,133,Casual Dining,"Biryani, North Indian, Chinese",700,Dine-out,New BEL Road
Hotel Taj Delight,Yes,No,3,19,Casual Dining,others,600,Dine-out,New BEL Road
Lan Thai,No,No,4,66,Casual Dining,others,800,Dine-out,New BEL Road
Shivaji Kshatriya Restaurant,No,No,3,0,Casual Dining,"South Indian, North Indian",500,Dine-out,New BEL Road
Satrangi,Yes,No,3,214,Casual Dining,"North Indian, South Indian",900,Dine-out,New BEL Road
Hotel Panchami Grand,No,No,3,15,Casual Dining,others,550,Dine-out,New BEL Road
Puff Cafe,Yes,No,3,126,Cafe,others,700,Dine-out,New BEL Road
Chicken County,Yes,No,3,192,Quick Bites,"Chinese, North Indian",400,Dine-out,New BEL Road
Subhash Mess,No,No,3,23,others,North Indian,200,Dine-out,New BEL Road
Q3 Food Corner,No,No,3,0,Casual Dining,"South Indian, North Indian",500,Dine-out,New BEL Road
Cafe Coffee Day,Yes,No,3,58,Cafe,"Cafe, Fast Food",900,Dine-out,New BEL Road
Namakh Store And Cafe,Yes,No,3,18,Cafe,others,400,Dine-out,New BEL Road
Mr. Chef,Yes,No,3,119,Casual Dining,"North Indian, Chinese, Biryani",500,Dine-out,New BEL Road
Kusum Restaurant,No,No,3,99,Casual Dining,others,500,Dine-out,New BEL Road
Sholay - The Barbeque,Yes,Yes,3,45,Casual Dining,others,1200,Dine-out,New BEL Road
Rayalaseema Ruchulu,Yes,No,3,112,Casual Dining,others,700,Dine-out,New BEL Road
Nomadic Tandoor,Yes,No,3,168,Cafe,others,700,Dine-out,New BEL Road
Kanti Sweets,Yes,No,3,14,others,"Mithai, Street Food",400,Dine-out,New BEL Road
Santo's,Yes,No,3,69,Casual Dining,"North Indian, Fast Food",650,Dine-out,New BEL Road
Cafe Rossini,Yes,No,3,431,Casual Dining,others,700,Dine-out,New BEL Road
The Hundred Food Journey,Yes,Yes,3,46,Casual Dining,others,1100,Dine-out,New BEL Road
Shivas Family Restaurant,No,No,3,8,Casual Dining,"North Indian, Chinese",550,Dine-out,New BEL Road
NalaMaharaja,No,No,3,7,Casual Dining,North Indian,500,Dine-out,New BEL Road
Sindhu Family Restaurant,No,No,3,4,Casual Dining,"North Indian, Chinese, Seafood",600,Dine-out,New BEL Road
Ambarsaria,No,No,2,57,Casual Dining,North Indian,800,Dine-out,New BEL Road
Chaiywaala Da Dhaba,Yes,No,3,67,Cafe,others,250,Dine-out,New BEL Road
AQNI,Yes,No,3,89,Casual Dining,others,650,Dine-out,New BEL Road
Cafe Poetry,Yes,No,3,55,Cafe,others,400,Dine-out,New BEL Road
The Banana Kick,Yes,No,3,9,Cafe,others,600,Dine-out,New BEL Road
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,No,No,3,6,others,"Cafe, Bakery",400,Dine-out,New BEL Road
